"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","line23_col","stratification_col","line4_col","line22_col"
"676","Ce6","xd533",26038,"Spaniards","stan1288",NA,1024,16,2,40.95,-4.17,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"677","Ce6","xd533",26049,"Spaniards","stan1288",NA,1024,16,2,38.98,-3.92,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"678",NA,NA,26060,NA,"murc1238",NA,8192,16,2,37.99,-1.13,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"679",NA,NA,26071,NA,"cast1244",NA,128,16,2,39.92,-5.17,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"680",NA,NA,26075,NA,"extr1243",NA,1024,128,2,39.48,-6.37,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"681",NA,NA,26093,NA,"",NA,2,16,2,39.47,-0.38,"#F1635B",NA,"#F6C3C3","#88C1CA"
"682",NA,NA,26137,NA,"sain1246",NA,8192,128,2,13.89,-60.97,"#C52B2F",NA,"#88C1CA","#88C1CA"
"683",NA,NA,26159,NA,"alba1267",NA,128,128,2,43.63,19.48,"#88C1CA",NA,"#88C1CA","#88C1CA"
"684",NA,NA,26181,NA,"suda1236",NA,1024,128,2,17.81,33.32,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"685",NA,NA,26195,NA,"gour1247",NA,8192,8192,8192,29.26,0.23,"#C52B2F",NA,"#C52B2F",NA
"686",NA,NA,26198,NA,"sulk1246",NA,8192,8192,8,-5.03,151.89,"#C52B2F",NA,"#C52B2F","#C52B2F"
"687",NA,NA,26269,NA,"suri1275",NA,8192,8192,256,3.92,-56.03,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"688",NA,NA,26302,NA,"suya1243",NA,8192,16,2,-11.52,-53.07,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"689",NA,NA,26340,NA,"swed1254",NA,8192,128,2,60.29,14.97,"#C52B2F",NA,"#88C1CA","#88C1CA"
"690","Cj7","xd593",26346,"Lebanese","nort3139","4",2,2,2,34.81,38.99,"#F1635B","#F1635B","#F1635B","#88C1CA"
"691",NA,NA,26357,NA,"taji1245",NA,16,16,2,31.04,50.38,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"692","Ia7","xd747",26379,"Tagbanua","tagb1258","4",1024,1024,2,9.54,118.51,"#5E9AC4","#F1635B","#5E9AC4","#88C1CA"
"693","Ij8","xd897",26401,"Tahitians","tahi1242","3",8192,8192,2,-17.61,-149.31,"#C52B2F","#F6C3C3","#C52B2F","#88C1CA"
"694",NA,NA,26461,NA,"taku1257",NA,8192,128,2,-6.75,155.69,"#C52B2F",NA,"#88C1CA","#88C1CA"
"695","Ig15","xd847",26467,"Bakovi","bola1250",NA,1024,16,2,-5.43,149.66,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"696",NA,NA,26489,NA,"nucl1729",NA,128,16,2,27.67,85.63,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"697","Eh3","xd689",26522,"Tanala","tana1285","4",8192,8192,256,-22.15,48.03,"#C52B2F","#F1635B","#C52B2F","#F6C3C3"
"698","Eh7","xd693",26533,"Antandroy","tand1256","4",8192,8192,2,-24.81,45.15,"#C52B2F","#F1635B","#C52B2F","#88C1CA"
"699",NA,NA,26566,NA,"tann1242",NA,8192,128,2,-19.51,169.33,"#C52B2F",NA,"#88C1CA","#88C1CA"
"700","Nh6","xd1282",26577,"Taos","taos1236","1",8192,16,2,36.47,-105.56,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"701","Sd2","xd1354",26588,"Tapirapé","tapi1254","1",8192,16,2,-10.54,-50.54,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"702",NA,NA,26599,NA,"tara1321",NA,8192,16,2,27.56,-107.15,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"703","Nj8","xd1307",26610,"Tarasco","pure1242",NA,8192,8192,256,19.98,-101.71,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"704",NA,NA,26632,NA,"huli1244",NA,1024,128,2,-3.76,138.69,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"705",NA,NA,26654,NA,"tata1255",NA,16,16,2,55.55,50.93,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"706","Sg4","xd1386",26731,"Tehuelche","tehu1242","2",8192,16,2,-47.58,-68.32,"#C52B2F","#88C1CA","#F6C3C3","#88C1CA"
"707",NA,NA,26797,NA,"xhos1239",NA,8192,8192,256,-31.61,29.51,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"708",NA,NA,26808,NA,"temi1246",NA,128,1024,2,4.97,101.44,"#88C1CA",NA,"#5E9AC4","#88C1CA"
"709","Ne8","xd1227",26940,"Teton","lako1247","2",8192,128,2,46.37,-103.95,"#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"710","Ej9","xd731",26973,"Thai","thai1261","2",16,16,2,17.75,104.68,"#F6C3C3","#88C1CA","#F6C3C3","#88C1CA"
"711",NA,NA,26984,NA,"tong1308",NA,1024,16,2,6.88,100.11,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"712",NA,NA,26995,NA,"chit1274",NA,2,16,2,27.58,84.41,"#F1635B",NA,"#F6C3C3","#88C1CA"
"713",NA,NA,27017,NA,"tong1316",NA,8192,16,2,-11.38,33.91,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"714",NA,NA,27028,NA,"tibe1272",NA,128,16,2,29.64,91.11,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"715",NA,NA,27050,NA,"tigr1270",NA,128,16,2,17.35,38.22,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"716","Ca3","xd437",27061,"Tigrinya","tigr1271","5",1024,16,2,15.34,38.93,"#5E9AC4","#C52B2F","#F6C3C3","#88C1CA"
"717","Ii2","xd881",27083,"Tikopia","tiko1237","3",8192,128,2,-12.28,168.82,"#C52B2F","#F6C3C3","#88C1CA","#88C1CA"
"718",NA,NA,27116,NA,"kema1243",NA,8192,8192,8192,-9.86,124.33,"#C52B2F",NA,"#C52B2F",NA
"719","Ig3","xd855",27132,"Kurtatchi","tinp1237","3",8192,8192,8192,-6.24,155.38,"#C52B2F","#F6C3C3","#C52B2F",NA
"720","Ah3","xd320",27160,"Tiv","tivv1240","2",128,16,2,6.88,9.26,"#88C1CA","#88C1CA","#F6C3C3","#88C1CA"
"721",NA,NA,27204,NA,"toar1246",NA,128,128,2,-8.07,146.21,"#88C1CA",NA,"#88C1CA","#88C1CA"
"722","Sh8","xd1395",27215,"Toba","toba1269","1",8192,128,2,-24.41,-60.45,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"723",NA,NA,27226,NA,"toba1282",NA,8192,8192,256,11.21,-60.69,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"724",NA,NA,27248,NA,"trin1276",NA,8192,16,2,10.83,-60.94,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"725","Eg4","xd680",27259,"Toda","toda1252","1",1024,128,2,11.42,77.02,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"726",NA,NA,27286,NA,"kuan1248",NA,8192,16,2,-4.31,152.11,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"727","Nb6","xd1103",27303,"Tolowa","tolo1259","3",128,16,2,41.92,-124.12,"#88C1CA","#F6C3C3","#F6C3C3","#88C1CA"
"728","Af11","xd188",27314,"Toma","toma1245","2",8192,8192,256,9.94,-9.69,"#C52B2F","#88C1CA","#C52B2F","#F6C3C3"
"729","Ii12","xd878",27340,"Tongans","tong1325","3",8192,8192,256,-21.17,-175.25,"#C52B2F","#F6C3C3","#C52B2F","#F6C3C3"
"730","Ae26","xd145",27369,"Topoke","poke1238","4",8192,8192,2,0.74,23.91,"#C52B2F","#F1635B","#C52B2F","#88C1CA"
"731",NA,NA,27391,NA,"mang1405",NA,1024,128,2,-8.58,120.15,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"732",NA,NA,27393,NA,"tora1261",NA,8192,8192,8,-2.97,119.83,"#C52B2F",NA,"#C52B2F","#C52B2F"
"733",NA,NA,27404,NA,"tora1259",NA,8192,8192,8192,-6.55,155.93,"#C52B2F",NA,"#C52B2F",NA
"734",NA,NA,27413,NA,"toto1252",NA,8192,128,2,20.54,-97.69,"#C52B2F",NA,"#88C1CA","#88C1CA"
"735",NA,NA,27446,NA,"mira1251",NA,128,16,2,41.32,-7.38,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"736",NA,NA,27457,NA,"trin1276",NA,8192,8192,2,10.39,-61.22,"#C52B2F",NA,"#C52B2F","#88C1CA"
"737",NA,NA,27462,NA,"trin1276",NA,8192,8192,1024,10.25,-61.33,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"738","Ig2","xd852",27479,"Trobriands","kili1267","3",128,1024,2,-8.67,150.91,"#88C1CA","#F6C3C3","#5E9AC4","#88C1CA"
"739","If2","xd833",27490,"Trukese","chuu1238","1",8192,16,2,7.41,151.78,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"740","Si2","xd1399",27501,"Trumai","trum1247","2",8192,128,2,-11.81,-53.57,"#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"741",NA,NA,27523,NA,"tsim1258",NA,128,16,2,54.62,-129.52,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"742",NA,NA,27545,NA,"tuar1240",NA,2,16,2,16.92,7.67,"#F1635B",NA,"#F6C3C3","#88C1CA"
"743","Se12","xd1365",27589,"Tucano","tuca1252",NA,8192,16,2,0.58,-69.58,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"744","Se2","xd1366",27600,"Ticuna","ticu1245","1",8192,128,2,-3.66,-69.87,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"745","ec16","xd624",27666,"Evenk","even1259","1",8192,16,2,70.67,130.91,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"746",NA,NA,27677,NA,"tuni1259",NA,2,1024,2,33.88,9.53,"#F1635B",NA,"#5E9AC4","#88C1CA"
"747","Eb5","xd613",27743,"Turkmen","turk1304",NA,16,16,2,37.96,58.33,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"748","Ci5","xd581",27765,"Turks","nucl1301","4",16,16,2,38.96,35.24,"#F6C3C3","#F1635B","#F6C3C3","#88C1CA"
"749",NA,NA,27781,NA,"rwan1241",NA,2,16,2,-1.57,29.64,"#F1635B",NA,"#F6C3C3","#88C1CA"
"750",NA,NA,27798,NA,"tuvi1240",NA,1024,16,2,48.44,92.67,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"751",NA,NA,27809,NA,"Chiga: chig1238; Rundi: rund1242",NA,8192,8192,1024,-3.01,28.29,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"752",NA,NA,27853,NA,"tzot1259",NA,8192,8192,8192,16.64,-92.74,"#C52B2F",NA,"#C52B2F",NA
"753",NA,NA,27908,NA,"ukra1253",NA,8192,8192,2,48.37,31.16,"#C52B2F",NA,"#C52B2F","#88C1CA"
"754","If9","xd840",27930,"Ulithians","ulit1238","1",1024,128,2,9.96,139.61,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"755",NA,NA,27963,NA,"nyan1301",NA,8192,128,2,-20.63,121.39,"#C52B2F",NA,"#88C1CA","#88C1CA"
"756",NA,NA,28029,NA,"",NA,1024,16,2,-32.52,-55.77,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"757",NA,NA,28084,NA,"manu1262",NA,8192,8192,256,-2.08,147.05,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"758",NA,NA,28117,NA,"hind1269",NA,128,128,2,26.84,80.94,"#88C1CA",NA,"#88C1CA","#88C1CA"
"759",NA,NA,28133,NA,"uigh1240",NA,16,16,2,43.67,79.75,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"760",NA,NA,28136,NA,"mamu1254",NA,8192,8192,8192,-5.52,151.54,"#C52B2F",NA,"#C52B2F",NA
"761",NA,NA,28139,NA,"uzbe1247",NA,2,16,2,35.91,64.77,"#F1635B",NA,"#F6C3C3","#88C1CA"
"762","Ac30","xd56",28172,"Plateau Tonga","tong1318","2",8192,128,2,-17.81,25.18,"#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"763",NA,NA,28183,NA,"vani1248",NA,1024,128,2,-2.69,141.26,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"764",NA,NA,28210,NA,"bilu1245",NA,8192,8192,8,-7.73,156.63,"#C52B2F",NA,"#C52B2F","#C52B2F"
"765",NA,NA,28227,NA,"",NA,8192,16,2,10.95,-63.86,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"766",NA,NA,28238,NA,"",NA,8192,8192,256,19.43,-96.38,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"767","Ej4","xd726",28271,"Annamese","viet1252","4",2,16,2,18.39,106.76,"#F1635B","#F1635B","#F6C3C3","#88C1CA"
"768",NA,NA,28282,NA,"virg1240",NA,8192,16,2,18.34,-64.89,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"769","Ia10","xd733",28304,"Bunun","bunu1267",NA,8192,8192,1024,23.41,121.03,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"770",NA,NA,28315,NA,"yind1247",NA,8192,128,2,-21.54,117.01,"#C52B2F",NA,"#88C1CA","#88C1CA"
"771","Ig7","xd859",28326,"Lakalai","naka1262","2",8192,8192,8,-5.62,150.89,"#C52B2F","#88C1CA","#C52B2F","#C52B2F"
"772",NA,NA,28337,NA,"algo1256",NA,8192,16,2,44.95,-68.65,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"773","Nd65","xd1202",28414,"Hualapai","wala1270","1",1024,128,2,35.63,-113.39,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"774",NA,NA,28436,NA,"wels1247",NA,1024,16,2,52.01,-4.22,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"775",NA,NA,28456,NA,"oloo1241",NA,8192,16,2,-3.71,141.68,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"776","Nh17","xd1267",28469,"Western Apache","west2615","1",8192,128,2,33.86,-110.12,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"777","Sc1","xd1335",28502,"Warao","wara1303","1",8192,16,2,7.51,-59.35,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"778",NA,NA,28507,NA,"weyt1237",NA,8192,8192,8,11.94,35.63,"#C52B2F",NA,"#C52B2F","#C52B2F"
"779","Nd6","xd1196",28524,"Washo","wash1253","1",8192,128,2,38.32,-119.64,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"780",NA,NA,28568,NA,"stan1290",NA,8192,2,2,48.85,2.35,"#C52B2F",NA,"#F1635B","#88C1CA"
"781",NA,NA,28579,NA,"kair1263",NA,128,16,2,-3.55,143.63,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"782",NA,NA,28667,NA,"wint1259",NA,128,8192,8,39.72,-122.44,"#88C1CA",NA,"#C52B2F","#C52B2F"
"783",NA,NA,28738,NA,"wola1242",NA,8192,8192,8192,6.33,37.75,"#C52B2F",NA,"#C52B2F",NA
"784","Cb2","xd469",28744,"Wolof","nucl1347","5",8192,16,2,15.25,-15.38,"#C52B2F","#C52B2F","#F6C3C3","#88C1CA"
"785",NA,NA,28810,NA,"xhos1239",NA,8192,8192,1024,-31.04,28.08,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"786",NA,NA,28821,NA,"xhos1239",NA,8192,8192,2,-32.68,28.37,"#C52B2F",NA,"#C52B2F","#88C1CA"
"787",NA,NA,28826,NA,"xibe1242",NA,128,16,2,43.59,81.01,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"788","Se4","xd1368",28843,"Yagua","yagu1244","1",8192,16,2,-2.83,-77.26,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"789","Sg1","xd1383",28865,"Yahgan","yama1264","1",1024,16,2,-54.01,-68.51,"#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"790","Ec2","xd628",28898,"Yakut","yaku1245","3",128,16,2,61.71,133.98,"#88C1CA","#F6C3C3","#F6C3C3","#88C1CA"
"791",NA,NA,28914,NA,"yali1257",NA,8192,8192,1024,-4.47,139.39,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"792",NA,NA,28969,NA,"mien1243",NA,128,8192,1024,26.53,99.28,"#88C1CA",NA,"#C52B2F","#5E9AC4"
"793","If6","xd837",28975,"Yapese","yape1248","3",1024,128,2,9.56,138.12,"#5E9AC4","#F6C3C3","#88C1CA","#88C1CA"
"794","Ni7","xd1292",28986,"Yaqui","yaqu1251","1",8192,16,2,29.94,-110.68,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"795","Sc2","xd1345",28997,"Pumé","pume1238","1",1024,128,2,7.11,-68.61,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"796","Sc16","xd1342",29030,"Ye'kuana","maqu1238","1",1024,16,2,4.71,-64.39,"#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"797",NA,NA,29085,NA,"gene1243",NA,1024,128,2,36.32,-119.72,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"798",NA,NA,29107,NA,"yoru1245",NA,8192,8192,2,7.15,3.67,"#C52B2F",NA,"#C52B2F","#88C1CA"
"799","Ng11","xd1246",29129,"Yuchi","yuch1247","1",1024,128,2,35.96,-95.04,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"800",NA,NA,29145,NA,"East Yugur: east2337; West Yugur: west2402",NA,128,16,2,39.05,99.31,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"801",NA,NA,29151,NA,"yuka1259",NA,8192,16,2,65.39,151.32,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"802","Nb4","xd1101",29217,"Yurok","yuro1248","3",8192,16,2,41.33,-123.82,"#C52B2F","#F6C3C3","#F6C3C3","#88C1CA"
"803",NA,NA,29228,NA,"zagh1240",NA,128,1024,2,17.48,23.46,"#88C1CA",NA,"#5E9AC4","#88C1CA"
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",NA,NA,29288,NA,"kink1238",NA,8192,16,2,36.06,136.22,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"806",NA,NA,29299,NA,"yong1274",NA,128,8192,1024,23.68,107.18,"#88C1CA",NA,"#C52B2F","#5E9AC4"
"807",NA,NA,29316,NA,"tzot1259",NA,8192,1024,2,16.75,-92.71,"#C52B2F",NA,"#5E9AC4","#88C1CA"
"808","Ab12","xd13",29360,"Zulu","zulu1248","3",8192,8192,256,-25.33,31.35,"#C52B2F","#F6C3C3","#C52B2F","#F6C3C3"
"809","Nh4","xd1280",29371,"Zuni","zuni1245","1",1024,128,2,35.08,-108.76,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"810",NA,NA,30001,NA,"sara1345",NA,8192,8192,8192,8.59,18.06,"#C52B2F",NA,"#C52B2F",NA
"811","Ai22","xd351",30002,"Sara","sarr1246","2",8192,128,2,9.15,16.65,"#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"812",NA,NA,30003,NA,"kaba1281",NA,8192,8192,8192,7.7,17.1,"#C52B2F",NA,"#C52B2F",NA
"813",NA,NA,30004,NA,"gorr1238",NA,128,16,2,8.08,17.07,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"814",NA,NA,30006,NA,"cent2044",NA,8192,8192,64,11.01,18.29,"#C52B2F",NA,"#C52B2F","#F1635B"
"815",NA,NA,30009,NA,"bodo1270",NA,8192,128,2,5.95,15.26,"#C52B2F",NA,"#88C1CA","#88C1CA"
"816",NA,NA,30011,NA,"nort3277",NA,8192,128,2,-4.41,35.23,"#C52B2F",NA,"#88C1CA","#88C1CA"
"817",NA,NA,30013,NA,"kxoe1243",NA,8192,128,2,-21.52,26.02,"#C52B2F",NA,"#88C1CA","#88C1CA"
"818",NA,NA,30015,NA,"baka1271",NA,8192,8192,8192,2.16,13.78,"#C52B2F",NA,"#C52B2F",NA
"819","Ca23","xd430",30016,"Bako","aari1239",NA,8192,8192,8192,5.95,36.57,"#C52B2F",NA,"#C52B2F",NA
"820","Ca25","xd432",30016,"Shangama","aari1239",NA,8192,8192,8192,5.95,36.57,"#C52B2F",NA,"#C52B2F",NA
"821","Ca26","xd433",30016,"Ubamer","aari1239",NA,8192,8192,8192,5.95,36.57,"#C52B2F",NA,"#C52B2F",NA
"822",NA,NA,30019,NA,"rend1243",NA,8192,128,2,2.27,37.36,"#C52B2F",NA,"#88C1CA","#88C1CA"
"823",NA,NA,30021,NA,"mala1537",NA,1024,8192,2,-22.52,43.39,"#5E9AC4",NA,"#C52B2F","#88C1CA"
"824",NA,NA,30022,NA,"sika1262",NA,128,8192,8192,-8.67,122.39,"#88C1CA",NA,"#C52B2F",NA
"825","Ai20","xd349",30024,"Tupuri","tupu1244",NA,8192,128,2,10.01,14.87,"#C52B2F",NA,"#88C1CA","#88C1CA"
"826","Ai15","xd343",30025,"Mundang","mund1325",NA,8192,128,2,9.83,14.48,"#C52B2F",NA,"#88C1CA","#88C1CA"
"827",NA,NA,30026,NA,"wuzl1236",NA,8192,8192,8192,10.96,14.14,"#C52B2F",NA,"#C52B2F",NA
"828",NA,NA,30027,NA,"pato1243",NA,8192,16,2,10.69,-61.32,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"829",NA,NA,30029,NA,"newc1243",NA,8192,8192,8192,-21.03,167.24,"#C52B2F",NA,"#C52B2F",NA
"830",NA,NA,30030,NA,"biso1243",NA,8192,8192,8192,-4.78,143.21,"#C52B2F",NA,"#C52B2F",NA
"831",NA,NA,30031,NA,"kani1285",NA,8192,128,2,-4.33,143.25,"#C52B2F",NA,"#88C1CA","#88C1CA"
"832",NA,NA,30032,NA,"huli1244",NA,8192,8192,64,-5.97,142.96,"#C52B2F",NA,"#C52B2F","#F1635B"
"833","Ia11","xd734",30034,"Puyuma","puyu1239",NA,8192,128,2,22.64,121.01,"#C52B2F",NA,"#88C1CA","#88C1CA"
"834",NA,NA,30035,NA,"tika1246",NA,8192,8192,8192,5.87,11.61,"#C52B2F",NA,"#C52B2F",NA
"835",NA,NA,30037,NA,"kara1486",NA,8192,128,2,-2.82,151.11,"#C52B2F",NA,"#88C1CA","#88C1CA"
"836","Ig4","xd856",30038,"Lesu","nots1237","1",8192,128,2,-3.06,151.4,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"837",NA,NA,30039,NA,"nali1244",NA,1024,128,2,-2.94,151.33,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"838","Ie7","xd821",30040,"Enga","enga1252","1",8192,128,2,-5.46,143.69,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"839",NA,NA,30041,NA,"hali1244",NA,8192,8192,1024,-5.34,154.59,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"840","Aj29","xd405",30042,"Samburu","samb1315",NA,8192,128,8,1.61,37.05,"#C52B2F",NA,"#88C1CA","#C52B2F"
"841","Aj5","xd410",30043,"Turkana","turk1308","1",8192,128,2,4.31,35.71,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"842",NA,NA,30044,NA,"elmo1238 ",NA,8192,8192,64,2.79,36.76,"#C52B2F",NA,"#C52B2F","#F1635B"
"843",NA,NA,30045,NA,"fula1264",NA,8192,128,2,8.14,13.08,"#C52B2F",NA,"#88C1CA","#88C1CA"
"844",NA,NA,30046,NA,"arbe1236",NA,1024,8192,8,39.83,16.26,"#5E9AC4",NA,"#C52B2F","#C52B2F"
"845",NA,NA,30047,NA,"pugl1238",NA,128,8192,2,40.33,18.21,"#88C1CA",NA,"#C52B2F","#88C1CA"
"846",NA,NA,30048,NA,"meri1242",NA,1024,8192,1024,38.96,16.38,"#5E9AC4",NA,"#C52B2F","#5E9AC4"
"847",NA,NA,30050,NA,"tibe1272",NA,8192,128,2,32.21,76.32,"#C52B2F",NA,"#88C1CA","#88C1CA"
"848",NA,NA,30051,NA,"toho1244",NA,2,16,2,38.91,140.68,"#F1635B",NA,"#F6C3C3","#88C1CA"
"849",NA,NA,30052,NA,"toka1245",NA,16,16,2,35.83,137.95,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"850",NA,NA,30053,NA,"chug1253",NA,2,128,2,33.75,133.51,"#F1635B",NA,"#88C1CA","#88C1CA"
"851",NA,NA,30054,NA,"kant1251",NA,2,16,2,36.03,139.85,"#F1635B",NA,"#F6C3C3","#88C1CA"
"852",NA,NA,30055,NA,"shik1243",NA,1024,1024,2,34.38,133.53,"#5E9AC4",NA,"#5E9AC4","#88C1CA"
"853",NA,NA,30056,NA,"kyus1238",NA,2,16,2,32.77,130.98,"#F1635B",NA,"#F6C3C3","#88C1CA"
"854","Ch9","xd573",30058,"Lithuanians","lith1251","4",8192,16,2,55.16,23.88,"#C52B2F","#F1635B","#F6C3C3","#88C1CA"
"855",NA,NA,30059,NA,"mana1298",NA,8192,8192,8,-4.31,143.32,"#C52B2F",NA,"#C52B2F","#C52B2F"
"856",NA,NA,30060,NA,"newy1234",NA,8192,16,2,40.71,-74.01,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"857",NA,NA,30061,NA,"newy1234",NA,8192,16,2,40.71,-74.01,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",NA,NA,30063,NA,"sout3300",NA,8192,16,2,35.14,-90.05,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"860","Ci5","xd581",30065,"Turks","nucl1301","4",2,16,2,40.65,34.29,"#F1635B","#F1635B","#F6C3C3","#88C1CA"
"861",NA,NA,30067,NA,"djau1244",NA,1024,128,2,-14.14,133.01,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"862",NA,NA,30068,NA,"kunb1251",NA,1024,128,2,-12.34,133.34,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"863",NA,NA,30072,NA,NA,NA,1024,128,2,NA,NA,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"864",NA,NA,30073,NA,"gunw1252",NA,8192,16,2,-12.34,133.34,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"865",NA,NA,30074,NA,"mari1418",NA,8192,16,2,-14.25,129.54,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"866",NA,NA,30075,NA,"napo1241",NA,16,16,2,40.57,15.5,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"867",NA,NA,30076,NA,"remb1249",NA,8192,1024,2,-14.52,132.86,"#C52B2F",NA,"#5E9AC4","#88C1CA"
"868","Id3","xd778",30077,"Tiwi","tiwi1244","1",128,16,2,-11.63,130.96,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"869",NA,NA,30079,NA,"yidi1250",NA,128,16,2,-16.92,145.99,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"870",NA,NA,30080,NA,"yuul1239",NA,128,16,2,-12.29,135.34,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"871",NA,NA,30084,NA,"maun1240",NA,8192,16,2,-11.84,133.19,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"872",NA,NA,30085,NA,"poit1240",NA,1024,16,2,46.66,-1.44,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"873",NA,NA,30087,NA,"kash1280",NA,8192,128,2,38.54,-123.08,"#C52B2F",NA,"#88C1CA","#88C1CA"
